"","date","month","day","station","zipcode","lat","lon","countInDay","countInMorning","highTemp","lowTemp","weather","winddir","wind","weathersit","temp"
"102","1/19/14",1,19,"北投",11246,25.131841,121.498633,942,301,17,11,"多雲~小雨","北風","小於3級","2",14
"103","9/19/14",9,19,"北投",11246,25.131841,121.498633,961,302,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"104","6/15/14",6,15,"北投",11246,25.131841,121.498633,815,246,33,26,"小雨","北風","小於3級","3",29.5
"105","4/14/14",4,14,"北投",11246,25.131841,121.498633,1022,285,25,20,"多雲","北風","小於3級","2",22.5
"106","9/15/14",9,15,"北投",11246,25.131841,121.498633,916,305,34,28,"晴~多雲","暫無實況","小於3級","1",31
"107","3/18/14",3,18,"北投",11246,25.131841,121.498633,1219,399,28,15,"多雲~小雨","北風","小於3級","2",21.5
"108","12/12/14",12,12,"北投",11246,25.131841,121.498633,1025,283,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"109","3/19/14",3,19,"北投",11246,25.131841,121.498633,1133,367,24,12,"小雨","西南風","小於3級","3",18
"110","10/23/14",10,23,"北投",11246,25.131841,121.498633,1100,337,26,21,"陰","暫無實況","小於3級","2",23.5
"111","10/21/14",10,21,"北投",11246,25.131841,121.498633,1123,387,25,21,"小雨~陰","暫無實況","小於3級","2",23
"112","10/22/14",10,22,"北投",11246,25.131841,121.498633,1066,347,26,21,"陰","暫無實況","小於3級","2",23.5
"113","3/17/14",3,17,"北投",11246,25.131841,121.498633,1085,342,26,19,"陰~多雲","北風","小於3級","2",22.5
"114","9/20/14",9,20,"北投",11246,25.131841,121.498633,887,285,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"115","9/18/14",9,18,"北投",11246,25.131841,121.498633,949,315,32,27,"小雨","暫無實況","小於3級","3",29.5
"116","4/18/14",4,18,"北投",11246,25.131841,121.498633,1065,369,28,22,"陰","北風","小於3級","2",25
"117","10/20/14",10,20,"北投",11246,25.131841,121.498633,1069,322,31,22,"晴~小雨","北風","小於3級","1",26.5
"118","10/24/14",10,24,"北投",11246,25.131841,121.498633,1112,317,28,23,"陰","東北風","小於3級","2",25.5
"119","1/22/14",1,22,"北投",11246,25.131841,121.498633,958,323,17,7,"陰~多雲","北風","小於3級","2",12
"120","4/19/14",4,19,"菜寮",24143,25.060274,121.492156,56,23,28,20,"小雨","北風","小於3級","3",24
"121","4/15/14",4,15,"菜寮",24143,25.060274,121.492156,71,28,28,21,"多雲~晴","暫無實況","小於3級","1",24.5
"122","10/24/14",10,24,"菜寮",24143,25.060274,121.492156,84,31,28,23,"陰","東北風","小於3級","2",25.5
"123","12/13/14",12,13,"菜寮",24143,25.060274,121.492156,71,23,19,16,"陰","暫無實況","小於3級","2",17.5
"124","3/20/14",3,20,"菜寮",24143,25.060274,121.492156,66,28,16,12,"小雨","暫無實況","小於3級","3",14
"125","3/17/14",3,17,"菜寮",24143,25.060274,121.492156,67,26,26,19,"陰~多雲","北風","小於3級","2",22.5
"126","12/11/14",12,11,"菜寮",24143,25.060274,121.492156,86,34,16,14,"小雨","暫無實況","小於3級","3",15
"127","6/20/14",6,20,"菜寮",24143,25.060274,121.492156,85,34,32,25,"陰~小雨","北風","小於3級","2",28.5
"128","12/10/14",12,10,"菜寮",24143,25.060274,121.492156,80,23,20,18,"中雨","暫無實況","小於3級","3",19
"129","4/14/14",4,14,"菜寮",24143,25.060274,121.492156,79,34,25,20,"多雲","北風","小於3級","2",22.5
"130","4/16/14",4,16,"菜寮",24143,25.060274,121.492156,74,29,29,21,"陰~晴","北風","小於3級","1",25
"131","1/20/14",1,20,"菜寮",24143,25.060274,121.492156,75,32,19,9,"小雨","北風","小於3級","3",14
"132","10/21/14",10,21,"菜寮",24143,25.060274,121.492156,62,26,25,21,"小雨~陰","暫無實況","小於3級","2",23
"133","10/20/14",10,20,"菜寮",24143,25.060274,121.492156,73,27,31,22,"晴~小雨","北風","小於3級","1",26.5
"134","10/23/14",10,23,"菜寮",24143,25.060274,121.492156,75,31,26,21,"陰","暫無實況","小於3級","2",23.5
"135","7/20/14",7,20,"菜寮",24143,25.060274,121.492156,48,15,33,26,"晴~多雲","暫無實況","小於3級","1",29.5
"136","9/16/14",9,16,"菜寮",24143,25.060274,121.492156,68,20,33,28,"晴~陰","暫無實況","小於3級","1",30.5
"137","9/14/14",9,14,"菜寮",24143,25.060274,121.492156,63,24,34,30,"多雲","暫無實況","4-5級","2",32
"138","3/16/14",3,16,"菜寮",24143,25.060274,121.492156,75,27,26,17,"多雲","北風","小於3級","2",21.5
"139","7/22/14",7,22,"菜寮",24143,25.060274,121.492156,63,29,33,27,"暴雨","暫無實況","3-4級","3",30
"140","9/15/14",9,15,"菜寮",24143,25.060274,121.492156,64,27,34,28,"晴~多雲","暫無實況","小於3級","1",31
"141","9/19/14",9,19,"菜寮",24143,25.060274,121.492156,72,26,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"142","7/23/14",7,23,"菜寮",24143,25.060274,121.492156,23,5,33,27,"小雨","北風","小於3級","3",30
"143","1/22/14",1,22,"菜寮",24143,25.060274,121.492156,72,26,17,7,"陰~多雲","北風","小於3級","2",12
"144","9/18/14",9,18,"菜寮",24143,25.060274,121.492156,69,24,32,27,"小雨","暫無實況","小於3級","3",29.5
"145","9/17/14",9,17,"菜寮",24143,25.060274,121.492156,65,30,33,27,"多雲","暫無實況","小於3級","2",30
"146","4/18/14",4,18,"菜寮",24143,25.060274,121.492156,83,33,28,22,"陰","北風","小於3級","2",25
"147","3/18/14",3,18,"菜寮",24143,25.060274,121.492156,71,27,28,15,"多雲~小雨","北風","小於3級","2",21.5
"148","12/12/14",12,12,"菜寮",24143,25.060274,121.492156,91,41,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"149","4/17/14",4,17,"菜寮",24143,25.060274,121.492156,62,25,30,21,"陰","北風","小於3級","2",25.5
"150","7/25/14",7,25,"菜寮",24143,25.060274,121.492156,76,36,32,26,"晴~多雲","北風","小於3級","1",29
"151","1/25/14",1,25,"菜寮",24143,25.060274,121.492156,66,23,16,12,"陰~小雨","西風","小於3級","2",14
"152","9/20/14",9,20,"菜寮",24143,25.060274,121.492156,69,21,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"153","7/24/14",7,24,"菜寮",24143,25.060274,121.492156,73,34,31,26,"陰~小雨","北風","小於3級","2",28.5
"154","3/22/14",3,22,"菜寮",24143,25.060274,121.492156,54,21,20,17,"多雲","北風","小於3級","2",18.5
"155","12/8/14",12,8,"菜寮",24143,25.060274,121.492156,75,31,21,19,"中雨~小雨","暫無實況","小於3級","3",20
"156","6/19/14",6,19,"菜寮",24143,25.060274,121.492156,78,33,32,26,"陰~小雨","北風","小於3級","2",29
"157","3/19/14",3,19,"菜寮",24143,25.060274,121.492156,89,37,24,12,"小雨","西南風","小於3級","3",18
"158","6/21/14",6,21,"菜寮",24143,25.060274,121.492156,81,32,31,25,"小雨~大雨","西南風","小於3級","3",28
"159","3/21/14",3,21,"菜寮",24143,25.060274,121.492156,71,23,20,13,"多雲","北風","小於3級","2",16.5
"160","6/15/14",6,15,"菜寮",24143,25.060274,121.492156,79,30,33,26,"小雨","北風","小於3級","3",29.5
"161","1/24/14",1,24,"菜寮",24143,25.060274,121.492156,73,32,21,11,"晴","西風","小於3級","1",16
"162","6/17/14",6,17,"菜寮",24143,25.060274,121.492156,83,35,33,28,"陰~小雨","西風","小於3級","2",30.5
"163","6/16/14",6,16,"菜寮",24143,25.060274,121.492156,68,30,33,26,"小雨","北風","小於3級","3",29.5
"164","1/19/14",1,19,"菜寮",24143,25.060274,121.492156,58,15,17,11,"多雲~小雨","北風","小於3級","2",14
"165","10/22/14",10,22,"菜寮",24143,25.060274,121.492156,78,32,26,21,"陰","暫無實況","小於3級","2",23.5
"166","12/9/14",12,9,"菜寮",24143,25.060274,121.492156,83,33,23,18,"小雨","暫無實況","小於3級","3",20.5
"167","12/7/14",12,7,"菜寮",24143,25.060274,121.492156,82,25,20,16,"小雨","暫無實況","小於3級","3",18
"168","1/23/14",1,23,"菜寮",24143,25.060274,121.492156,66,29,21,9,"晴","西風","小於3級","1",15
"169","4/13/14",4,13,"菜寮",24143,25.060274,121.492156,78,35,23,20,"小雨","北風","小於3級","3",21.5
"170","10/25/14",10,25,"菜寮",24143,25.060274,121.492156,72,22,28,23,"陰","東北風","小於3級","2",25.5
"171","10/19/14",10,19,"菜寮",24143,25.060274,121.492156,62,28,31,22,"晴~小雨","北風","小於3級","1",26.5
"172","6/18/14",6,18,"菜寮",24143,25.060274,121.492156,79,31,32,25,"陰~中雨","北風","小於3級","2",28.5
"173","1/21/14",1,21,"菜寮",24143,25.060274,121.492156,67,28,13,8,"陰~小雨","北風","小於3級","2",10.5
"174","7/21/14",7,21,"菜寮",24143,25.060274,121.492156,63,24,33,27,"暴雨","北風","3-4級","3",30
"175","7/26/14",7,26,"菜寮",24143,25.060274,121.492156,80,31,32,26,"晴~多雲","北風","小於3級","1",29
"176","1/24/14",1,24,"大安",10683,25.032943,121.543551,581,176,21,11,"晴","西風","小於3級","1",16
"177","3/20/14",3,20,"大安",10683,25.032943,121.543551,498,158,16,12,"小雨","暫無實況","小於3級","3",14
"178","9/18/14",9,18,"大安",10683,25.032943,121.543551,525,179,32,27,"小雨","暫無實況","小於3級","3",29.5
"179","1/20/14",1,20,"大安",10683,25.032943,121.543551,583,209,19,9,"小雨","北風","小於3級","3",14
"180","7/25/14",7,25,"大安",10683,25.032943,121.543551,515,177,32,26,"晴~多雲","北風","小於3級","1",29
"181","9/14/14",9,14,"大安",10683,25.032943,121.543551,433,125,34,30,"多雲","暫無實況","4-5級","2",32
"182","9/20/14",9,20,"大安",10683,25.032943,121.543551,474,134,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"183","1/22/14",1,22,"大安",10683,25.032943,121.543551,568,184,17,7,"陰~多雲","北風","小於3級","2",12
"184","1/21/14",1,21,"大安",10683,25.032943,121.543551,559,187,13,8,"陰~小雨","北風","小於3級","2",10.5
"185","12/8/14",12,8,"大安",10683,25.032943,121.543551,640,230,21,19,"中雨~小雨","暫無實況","小於3級","3",20
"186","6/21/14",6,21,"大安",10683,25.032943,121.543551,486,173,31,25,"小雨~大雨","西南風","小於3級","3",28
"187","12/10/14",12,10,"大安",10683,25.032943,121.543551,677,205,20,18,"中雨","暫無實況","小於3級","3",19
"188","10/24/14",10,24,"大安",10683,25.032943,121.543551,653,205,28,23,"陰","東北風","小於3級","2",25.5
"189","12/13/14",12,13,"大安",10683,25.032943,121.543551,606,151,19,16,"陰","暫無實況","小於3級","2",17.5
"190","12/12/14",12,12,"大安",10683,25.032943,121.543551,654,197,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"191","10/22/14",10,22,"大安",10683,25.032943,121.543551,572,200,26,21,"陰","暫無實況","小於3級","2",23.5
"192","3/21/14",3,21,"大安",10683,25.032943,121.543551,548,169,20,13,"多雲","北風","小於3級","2",16.5
"193","3/18/14",3,18,"大安",10683,25.032943,121.543551,655,204,28,15,"多雲~小雨","北風","小於3級","2",21.5
"194","9/19/14",9,19,"大安",10683,25.032943,121.543551,587,184,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"195","3/16/14",3,16,"大安",10683,25.032943,121.543551,519,145,26,17,"多雲","北風","小於3級","2",21.5
"196","6/17/14",6,17,"大安",10683,25.032943,121.543551,534,169,33,28,"陰~小雨","西風","小於3級","2",30.5
"197","6/19/14",6,19,"大安",10683,25.032943,121.543551,530,177,32,26,"陰~小雨","北風","小於3級","2",29
"198","12/7/14",12,7,"大安",10683,25.032943,121.543551,575,134,20,16,"小雨","暫無實況","小於3級","3",18
"199","6/18/14",6,18,"大安",10683,25.032943,121.543551,530,173,32,25,"陰~中雨","北風","小於3級","2",28.5
"200","4/16/14",4,16,"大安",10683,25.032943,121.543551,584,191,29,21,"陰~晴","北風","小於3級","1",25
"201","4/17/14",4,17,"大安",10683,25.032943,121.543551,532,168,30,21,"陰","北風","小於3級","2",25.5
"202","12/11/14",12,11,"大安",10683,25.032943,121.543551,661,209,16,14,"小雨","暫無實況","小於3級","3",15
"203","7/21/14",7,21,"大安",10683,25.032943,121.543551,531,200,33,27,"暴雨","北風","3-4級","3",30
"204","7/20/14",7,20,"大安",10683,25.032943,121.543551,403,115,33,26,"晴~多雲","暫無實況","小於3級","1",29.5
"205","4/19/14",4,19,"大安",10683,25.032943,121.543551,588,163,28,20,"小雨","北風","小於3級","3",24
"206","3/19/14",3,19,"大安",10683,25.032943,121.543551,645,230,24,12,"小雨","西南風","小於3級","3",18
"207","4/13/14",4,13,"大安",10683,25.032943,121.543551,469,128,23,20,"小雨","北風","小於3級","3",21.5
"208","10/23/14",10,23,"大安",10683,25.032943,121.543551,595,192,26,21,"陰","暫無實況","小於3級","2",23.5
"209","1/23/14",1,23,"大安",10683,25.032943,121.543551,589,170,21,9,"晴","西風","小於3級","1",15
"210","7/26/14",7,26,"大安",10683,25.032943,121.543551,481,134,32,26,"晴~多雲","北風","小於3級","1",29
"211","1/19/14",1,19,"大安",10683,25.032943,121.543551,494,135,17,11,"多雲~小雨","北風","小於3級","2",14
"212","10/20/14",10,20,"大安",10683,25.032943,121.543551,578,202,31,22,"晴~小雨","北風","小於3級","1",26.5
"213","1/25/14",1,25,"大安",10683,25.032943,121.543551,468,149,16,12,"陰~小雨","西風","小於3級","2",14
"214","6/16/14",6,16,"大安",10683,25.032943,121.543551,577,199,33,26,"小雨","北風","小於3級","3",29.5
"215","9/15/14",9,15,"大安",10683,25.032943,121.543551,547,199,34,28,"晴~多雲","暫無實況","小於3級","1",31
"216","9/16/14",9,16,"大安",10683,25.032943,121.543551,522,160,33,28,"晴~陰","暫無實況","小於3級","1",30.5
"217","9/17/14",9,17,"大安",10683,25.032943,121.543551,536,177,33,27,"多雲","暫無實況","小於3級","2",30
"218","4/18/14",4,18,"大安",10683,25.032943,121.543551,613,223,28,22,"陰","北風","小於3級","2",25
"219","10/21/14",10,21,"大安",10683,25.032943,121.543551,573,203,25,21,"小雨~陰","暫無實況","小於3級","2",23
"220","7/23/14",7,23,"大安",10683,25.032943,121.543551,167,24,33,27,"小雨","北風","小於3級","3",30
"221","4/14/14",4,14,"大安",10683,25.032943,121.543551,573,190,25,20,"多雲","北風","小於3級","2",22.5
"222","3/22/14",3,22,"大安",10683,25.032943,121.543551,597,187,20,17,"多雲","北風","小於3級","2",18.5
"223","7/24/14",7,24,"大安",10683,25.032943,121.543551,569,174,31,26,"陰~小雨","北風","小於3級","2",28.5
"224","6/20/14",6,20,"大安",10683,25.032943,121.543551,557,200,32,25,"陰~小雨","北風","小於3級","2",28.5
"225","10/25/14",10,25,"大安",10683,25.032943,121.543551,589,165,28,23,"陰","東北風","小於3級","2",25.5
"226","7/22/14",7,22,"大安",10683,25.032943,121.543551,493,176,33,27,"暴雨","暫無實況","3-4級","3",30
"227","4/15/14",4,15,"大安",10683,25.032943,121.543551,596,199,28,21,"多雲~晴","暫無實況","小於3級","1",24.5
"228","10/19/14",10,19,"大安",10683,25.032943,121.543551,438,111,31,22,"晴~小雨","北風","小於3級","1",26.5
"229","3/17/14",3,17,"大安",10683,25.032943,121.543551,560,174,26,19,"陰~多雲","北風","小於3級","2",22.5
"230","12/9/14",12,9,"大安",10683,25.032943,121.543551,612,210,23,18,"小雨","暫無實況","小於3級","3",20.5
"231","6/15/14",6,15,"大安",10683,25.032943,121.543551,460,130,33,26,"小雨","北風","小於3級","3",29.5
"232","1/21/14",1,21,"大安森林公園",10656,25.033396,121.534882,205,54,13,8,"陰~小雨","北風","小於3級","2",10.5
